date,location,district,water_ph,turbidity_ntu,ecoli_count_per_100ml,total_coliform_count,temperature_celsius,rainfall_mm_last_7days,population_density,sanitation_score,distance_to_healthcare_km,water_source_type,previous_outbreak_history,is_monsoon_season,month,outbreak_occurred,case_count,outbreak_probability,severity_level,disease_type,age_group_affected
2024-01-16,"Silchar, Assam",Assam,8.56,0.88,8.98,30.7,25.9,1.1,7.0,1.0,0.5,Hand Pump,1,0,1,0,0,0.72,None,None,None
2023-08-15,"Dimapur, Nagaland",Nagaland,8.07,3.82,107.82,310.58,20.4,84.2,107.0,1.3,16.6,Hand Pump,0,1,8,1,47,0.95,High,Diarrhea,Adults
2023-02-16,"Guwahati, Assam",Assam,6.63,1.64,10.59,50.0,25.6,6.3,11.0,3.8,1.0,Hand Pump,0,0,2,0,0,0.32,None,None,None
2023-05-19,"Lunglei, Mizoram",Mizoram,6.71,1.45,12.18,37.86,28.0,7.0,20.0,3.6,3.6,River/Stream,0,0,5,0,0,0.47,None,None,None
2023-06-08,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.12,4.55,73.35,281.51,27.0,111.2,103.0,1.1,2.8,Bore Well,0,1,6,1,38,0.76,High,Gastroenteritis,Elderly
2023-02-03,"Agartala, Tripura",Tripura,5.63,3.92,21.13,95.85,29.2,5.9,344.0,1.1,12.8,Hand Pump,0,0,2,1,35,0.52,High,Diarrhea,Elderly
2024-07-11,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.66,1.73,26.18,81.52,27.3,134.3,18.0,2.9,8.3,Piped Supply,1,1,7,1,50,0.95,High,Diarrhea,Mixed
2023-04-04,"Dimapur, Nagaland",Nagaland,6.86,0.22,10.54,30.92,31.9,2.3,275.0,6.0,0.5,River/Stream,0,0,4,1,12,0.27,Medium,Diarrhea,Adults
2024-08-01,"Shillong, Meghalaya",Meghalaya,7.13,0.78,3.54,15.13,21.7,29.6,38.0,4.1,33.1,River/Stream,0,1,8,0,0,0.77,None,None,None
2023-08-27,"Aizawl, Mizoram",Mizoram,5.97,1.87,23.39,57.59,17.9,202.1,508.0,1.5,1.7,River/Stream,0,1,8,0,0,0.95,None,None,None
2024-07-07,"Tura, Meghalaya",Meghalaya,7.07,1.42,101.81,373.97,23.5,145.8,9.0,6.7,40.7,Bore Well,0,1,7,1,57,0.95,High,Diarrhea,Adults
2024-08-25,"Aizawl, Mizoram",Mizoram,8.77,1.01,75.41,159.75,23.2,285.5,12.0,1.7,12.5,Piped Supply,1,1,8,1,38,0.95,High,Typhoid,Mixed
2024-04-04,"Dharmanagar, Tripura",Tripura,7.7,8.65,3.22,10.92,29.3,19.8,168.0,4.2,11.5,River/Stream,0,0,4,0,0,0.57,None,None,None
2023-02-14,"Agartala, Tripura",Tripura,6.53,1.47,14.32,49.79,30.6,19.7,68.0,4.8,25.0,River/Stream,0,0,2,0,0,0.57,None,None,None
2023-02-01,"Guwahati, Assam",Assam,7.04,5.77,11.57,52.52,27.3,11.2,99.0,5.8,1.2,Hand Pump,0,0,2,1,6,0.12,Medium,Typhoid,Mixed
2023-03-17,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.77,0.04,133.89,602.84,31.5,6.7,83.0,1.2,7.6,River/Stream,0,0,3,1,36,0.95,High,Typhoid,Elderly
2024-01-26,"Kohima, Nagaland",Nagaland,7.77,0.24,10.47,33.73,26.8,0.6,32.0,1.0,12.7,Hand Pump,0,0,1,0,0,0.42,None,None,None
2024-12-19,"Silchar, Assam",Assam,7.06,0.23,10.31,29.76,24.2,1.3,131.0,1.3,5.2,River/Stream,0,0,12,1,19,0.47,Medium,Diarrhea,Adults
2024-02-28,"Aizawl, Mizoram",Mizoram,7.04,11.59,18.5,56.86,27.5,11.0,76.0,2.7,10.0,Hand Pump,0,0,2,1,32,0.62,High,Diarrhea,Elderly
2024-01-19,"Dibrugarh, Assam",Assam,6.81,0.46,29.86,84.04,22.9,0.7,53.0,1.8,0.5,Hand Pump,0,0,1,1,16,0.32,Medium,Diarrhea,Elderly
2023-05-14,"Churachandpur, Manipur",Manipur,7.96,0.19,182.85,367.79,26.6,1.4,23.0,6.1,3.0,River/Stream,0,0,5,0,0,0.67,None,None,None
2024-02-25,"Aizawl, Mizoram",Mizoram,6.54,4.67,44.49,146.88,28.7,16.6,116.0,3.7,8.0,Hand Pump,0,0,2,0,0,0.32,None,None,None
2023-10-22,"Kohima, Nagaland",Nagaland,7.62,3.29,67.66,289.78,18.7,15.1,19.0,3.6,3.6,Bore Well,0,0,10,1,22,0.26,High,Typhoid,Adults
2023-04-21,"Aizawl, Mizoram",Mizoram,8.16,1.7,12.24,32.15,26.9,0.3,13.0,1.2,1.9,Piped Supply,1,0,4,1,32,0.59,High,Hepatitis A,Children
2024-09-15,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.98,5.1,28.08,81.02,20.9,110.9,22.0,6.0,1.8,Piped Supply,1,1,9,1,54,0.89,High,Diarrhea,Elderly
2023-12-26,"Guwahati, Assam",Assam,6.76,0.35,14.51,40.66,24.2,9.0,43.0,1.0,0.5,Surface Water,0,0,12,1,22,0.44,High,Diarrhea,Children
2023-04-04,"Agartala, Tripura",Tripura,5.5,1.12,29.74,128.46,30.9,0.7,56.0,2.1,2.8,Hand Pump,0,0,4,1,25,0.42,High,Diarrhea,Elderly
2024-08-04,"Kohima, Nagaland",Nagaland,6.21,0.01,53.46,210.59,19.3,127.6,107.0,1.0,2.3,Bore Well,0,1,8,1,43,0.86,High,Diarrhea,Mixed
2024-05-12,"Kohima, Nagaland",Nagaland,6.64,9.5,57.2,249.13,28.7,23.7,93.0,4.2,1.2,Piped Supply,0,0,5,0,0,0.29,None,None,None
2023-04-24,"Tura, Meghalaya",Meghalaya,6.71,2.92,30.4,113.55,30.3,5.1,38.0,6.2,20.0,River/Stream,0,0,4,0,0,0.37,None,None,None
2023-02-16,"Shillong, Meghalaya",Meghalaya,6.99,6.63,24.6,53.79,24.9,0.8,18.0,4.3,9.1,River/Stream,0,0,2,1,15,0.47,Medium,Diarrhea,Adults
2023-09-19,"Tura, Meghalaya",Meghalaya,7.35,7.4,18.47,67.21,19.0,87.7,13.0,1.9,25.9,Bore Well,0,1,9,1,38,0.86,High,Diarrhea,Adults
2024-05-27,"Churachandpur, Manipur",Manipur,7.5,2.7,1.52,5.87,28.6,7.1,56.0,3.9,8.2,Piped Supply,0,0,5,0,0,0.29,None,None,None
2024-04-15,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.43,2.5,147.68,516.38,30.8,0.1,16.0,3.1,4.5,Piped Supply,0,0,4,1,51,0.95,High,Typhoid,Mixed
2023-10-24,"Silchar, Assam",Assam,7.77,1.02,10.14,48.27,19.1,2.5,205.0,2.9,3.5,Piped Supply,1,0,10,0,0,0.59,None,None,None
2024-01-06,"Silchar, Assam",Assam,6.65,2.49,8.88,35.26,27.1,1.4,55.0,1.2,24.0,Bore Well,1,0,1,1,34,0.66,High,Diarrhea,Elderly
2023-12-14,"Shillong, Meghalaya",Meghalaya,7.05,2.6,14.54,62.19,21.8,11.2,14.0,5.2,1.8,Surface Water,0,0,12,0,0,0.24,None,None,None
2023-07-18,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.2,1.81,57.94,151.87,24.3,92.2,111.0,2.9,11.8,Piped Supply,0,1,7,1,51,0.95,High,Hepatitis A,Adults
2023-04-16,"Dibrugarh, Assam",Assam,7.29,1.0,11.08,23.4,31.9,0.7,109.0,1.0,0.5,Surface Water,0,0,4,0,0,0.44,None,None,None
2024-11-02,"Silchar, Assam",Assam,6.33,3.92,68.13,182.11,23.2,9.4,124.0,1.0,13.6,Hand Pump,0,0,11,0,0,0.52,None,None,None
2024-08-16,"Imphal, Manipur",Manipur,6.83,10.45,49.3,244.28,19.1,65.9,226.0,1.6,1.5,River/Stream,0,1,8,0,0,0.95,None,None,None
2023-11-27,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.53,9.12,0.87,2.42,25.0,4.6,156.0,1.3,3.7,Piped Supply,0,0,11,0,0,0.29,None,None,None
2024-10-08,"Tura, Meghalaya",Meghalaya,6.44,8.11,35.15,143.81,19.4,12.7,329.0,3.3,13.2,River/Stream,0,0,10,1,28,0.67,High,Diarrhea,Children
2024-01-13,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.55,3.9,16.51,79.95,27.7,3.4,18.0,2.7,14.6,Bore Well,0,0,1,0,0,0.36,None,None,None
2024-04-18,"Kohima, Nagaland",Nagaland,8.36,0.03,24.33,119.47,26.7,6.1,38.0,1.9,5.6,Bore Well,0,0,4,0,0,0.26,None,None,None
2024-10-29,"Shillong, Meghalaya",Meghalaya,7.76,0.59,32.19,117.75,21.5,2.5,34.0,1.2,2.3,Hand Pump,0,0,10,0,0,0.32,None,None,None
2024-04-06,"Silchar, Assam",Assam,7.85,2.94,16.96,76.3,29.2,4.0,63.0,2.0,3.3,Piped Supply,0,0,4,1,17,0.29,Medium,Typhoid,Children
2023-09-11,"Agartala, Tripura",Tripura,6.77,5.2,12.12,26.31,16.9,120.1,47.0,2.9,11.1,Hand Pump,0,1,9,1,36,0.92,High,Diarrhea,Elderly
2024-02-01,"Lunglei, Mizoram",Mizoram,6.79,11.79,1.4,4.97,24.3,1.0,248.0,3.7,2.5,River/Stream,1,0,2,1,41,0.95,High,Diarrhea,Mixed
2023-10-18,"Tura, Meghalaya",Meghalaya,6.46,0.94,6.78,26.91,20.4,0.4,81.0,2.0,8.4,River/Stream,0,0,10,1,25,0.57,High,Cholera,Adults
2023-12-25,"Tura, Meghalaya",Meghalaya,8.15,2.82,7.51,21.12,26.5,4.6,44.0,2.2,0.5,Hand Pump,0,0,12,1,17,0.32,Medium,Diarrhea,Elderly
2023-05-11,"Dimapur, Nagaland",Nagaland,8.14,1.79,63.2,202.07,28.1,5.6,83.0,2.8,19.7,River/Stream,1,0,5,1,42,0.87,High,Diarrhea,Elderly
2023-07-04,"Shillong, Meghalaya",Meghalaya,8.54,0.04,26.71,102.56,23.8,42.7,109.0,2.7,1.9,Hand Pump,0,1,7,1,27,0.62,High,Diarrhea,Children
2024-06-03,"Dharmanagar, Tripura",Tripura,7.15,5.94,28.0,112.51,25.8,112.6,86.0,2.1,10.9,River/Stream,1,1,6,1,53,0.95,High,Typhoid,Mixed
2023-06-07,"Dibrugarh, Assam",Assam,7.05,11.41,26.34,95.24,25.8,59.0,14.0,3.6,2.3,River/Stream,0,1,6,1,52,0.95,High,Diarrhea,Mixed
2024-01-09,"Dimapur, Nagaland",Nagaland,8.79,8.26,1.32,5.92,24.2,1.7,37.0,3.3,21.0,Hand Pump,0,0,1,0,0,0.52,None,None,None
2024-04-04,"Shillong, Meghalaya",Meghalaya,7.2,0.33,28.92,93.37,27.5,0.9,123.0,4.7,9.2,Piped Supply,0,0,4,0,0,0.29,None,None,None
2023-07-18,"Aizawl, Mizoram",Mizoram,6.93,1.67,8.63,30.59,22.4,22.6,93.0,2.8,24.4,River/Stream,0,1,7,1,35,0.77,High,Diarrhea,Mixed
2024-05-29,"Churachandpur, Manipur",Manipur,7.77,6.27,2.16,6.88,27.7,4.0,13.0,2.0,11.0,Surface Water,0,0,5,0,0,0.54,None,None,None
2023-05-22,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.59,1.74,18.86,46.79,26.2,5.9,93.0,2.3,10.1,Hand Pump,0,0,5,0,0,0.42,None,None,None
2023-04-16,"Agartala, Tripura",Tripura,7.29,0.53,1.75,3.59,33.3,0.9,41.0,3.5,7.5,Bore Well,0,0,4,0,0,0.26,None,None,None
2024-06-09,"Dibrugarh, Assam",Assam,6.95,1.27,1.78,5.66,25.3,62.1,152.0,4.3,9.7,Bore Well,0,1,6,1,31,0.76,High,Diarrhea,Elderly
2023-01-28,"Lunglei, Mizoram",Mizoram,5.5,1.59,204.43,796.1,25.3,4.7,59.0,2.9,1.8,River/Stream,0,0,1,1,45,0.95,High,Diarrhea,Adults
2023-01-29,"Aizawl, Mizoram",Mizoram,7.23,1.63,0.37,1.6,24.5,0.4,751.0,1.8,10.3,Piped Supply,0,0,1,1,20,0.39,Medium,Diarrhea,Mixed
2024-12-13,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.87,5.17,37.07,128.09,25.8,3.0,29.0,3.5,0.6,Hand Pump,0,0,12,1,15,0.32,Medium,Diarrhea,Elderly
2023-08-09,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.17,0.31,62.95,199.45,22.0,117.5,57.0,1.6,4.5,River/Stream,0,1,8,1,44,0.95,High,Diarrhea,Elderly
2023-05-05,"Guwahati, Assam",Assam,6.2,0.21,9.23,31.31,26.2,6.4,198.0,3.4,0.5,River/Stream,0,0,5,1,29,0.57,High,Gastroenteritis,Children
2024-10-09,"Churachandpur, Manipur",Manipur,6.29,4.36,17.53,76.17,21.6,3.6,102.0,4.3,1.5,Surface Water,0,0,10,0,0,0.54,None,None,None
2023-09-04,"Kohima, Nagaland",Nagaland,7.32,6.24,71.65,306.4,20.3,199.5,159.0,4.2,10.1,Bore Well,0,1,9,1,38,0.86,High,Gastroenteritis,Children
2024-02-04,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.33,0.73,11.06,52.25,26.3,3.5,22.0,3.8,9.4,Hand Pump,0,0,2,1,18,0.42,Medium,Diarrhea,Children
2023-12-20,"Shillong, Meghalaya",Meghalaya,7.68,3.03,7.85,22.04,25.3,1.2,21.0,1.0,12.0,Bore Well,0,0,12,0,0,0.36,None,None,None
2023-12-07,"Dibrugarh, Assam",Assam,6.64,0.28,120.05,372.75,24.2,2.8,77.0,1.2,17.5,River/Stream,0,0,12,1,44,0.95,High,Hepatitis A,Mixed
2024-12-13,"Imphal, Manipur",Manipur,8.13,16.69,34.91,158.29,24.5,0.3,12.0,5.4,48.4,Surface Water,1,0,12,1,37,0.84,High,Diarrhea,Adults
2023-02-12,"Aizawl, Mizoram",Mizoram,6.39,0.07,8.94,38.9,27.9,4.2,161.0,1.0,14.5,River/Stream,0,0,2,0,0,0.67,None,None,None
2024-04-29,"Tura, Meghalaya",Meghalaya,7.7,2.9,82.87,321.04,29.9,4.3,155.0,5.8,7.3,Surface Water,0,0,4,0,0,0.24,None,None,None
2023-12-06,"Tura, Meghalaya",Meghalaya,7.49,0.71,108.66,537.17,18.7,5.2,102.0,4.1,9.1,Piped Supply,0,0,12,1,45,0.95,High,Diarrhea,Mixed
2023-12-14,"Dibrugarh, Assam",Assam,6.68,0.55,13.88,56.52,25.6,1.6,209.0,4.5,9.8,Hand Pump,0,0,12,0,0,0.32,None,None,None
2023-10-01,"Dharmanagar, Tripura",Tripura,8.79,5.45,18.6,38.27,18.9,7.6,258.0,5.2,1.3,Hand Pump,0,0,10,0,0,0.22,None,None,None
2023-11-25,"Silchar, Assam",Assam,9.0,2.55,32.44,154.52,25.6,2.2,263.0,1.6,17.2,Piped Supply,0,0,11,0,0,0.49,None,None,None
2024-03-12,"Dibrugarh, Assam",Assam,6.3,5.96,43.45,112.53,31.0,6.7,134.0,1.6,15.0,Piped Supply,0,0,3,0,0,0.49,None,None,None
2023-12-28,"Kohima, Nagaland",Nagaland,7.26,0.19,8.17,17.98,24.3,0.4,26.0,2.2,0.9,Piped Supply,0,0,12,0,0,0.29,None,None,None
2023-02-28,"Silchar, Assam",Assam,7.0,10.84,28.48,139.66,28.8,2.9,131.0,2.6,2.4,Hand Pump,0,0,2,0,0,0.52,None,None,None
2024-11-26,"Dibrugarh, Assam",Assam,6.59,1.32,22.42,49.04,23.4,0.8,31.0,4.4,5.3,Surface Water,0,0,11,0,0,0.44,None,None,None
2024-03-24,"Guwahati, Assam",Assam,7.66,4.89,2.95,11.04,26.4,3.5,77.0,1.8,2.9,Surface Water,0,0,3,1,27,0.44,High,Diarrhea,Children
2024-09-11,"Dibrugarh, Assam",Assam,7.18,2.44,18.4,76.81,23.9,136.4,36.0,4.2,5.4,Piped Supply,0,1,9,1,44,0.79,High,Cholera,Elderly
2024-02-12,"Aizawl, Mizoram",Mizoram,7.88,1.98,36.43,112.36,27.8,2.0,157.0,5.3,24.2,Surface Water,0,0,2,1,12,0.34,Medium,Diarrhea,Mixed
2024-07-29,"Silchar, Assam",Assam,6.92,4.66,7.83,28.66,28.0,182.1,17.0,1.0,1.6,Piped Supply,0,1,7,1,46,0.79,High,Typhoid,Mixed
2023-07-24,"Silchar, Assam",Assam,6.32,2.11,47.94,148.73,23.6,97.3,23.0,1.6,2.0,Bore Well,0,1,7,0,0,0.86,None,None,None
2024-03-31,"Silchar, Assam",Assam,6.91,0.92,0.01,0.06,31.1,7.9,211.0,6.5,5.3,Piped Supply,0,0,3,0,0,0.09,None,None,None
2024-07-17,"Churachandpur, Manipur",Manipur,6.73,11.41,1.23,3.53,22.3,60.9,6.0,1.0,7.3,Piped Supply,0,1,7,1,45,0.95,High,Gastroenteritis,Adults
2024-01-06,"Churachandpur, Manipur",Manipur,6.23,0.56,0.62,1.62,25.8,4.8,6.0,2.0,0.5,Surface Water,0,0,1,1,28,0.54,High,Diarrhea,Elderly
2024-07-21,"Kohima, Nagaland",Nagaland,6.97,0.11,17.88,48.51,23.8,104.1,22.0,3.1,11.1,River/Stream,0,1,7,1,38,0.95,High,Diarrhea,Mixed
2024-06-22,"Lunglei, Mizoram",Mizoram,7.8,3.75,79.41,251.1,23.5,96.4,200.0,2.7,8.8,River/Stream,1,1,6,1,61,0.95,High,Diarrhea,Elderly
2023-05-12,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.46,1.15,37.69,182.48,30.8,10.8,22.0,3.1,36.9,River/Stream,0,0,5,1,25,0.57,High,Gastroenteritis,Mixed
2024-05-29,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.03,0.25,11.7,32.55,29.6,13.7,34.0,3.0,0.8,Bore Well,0,0,5,0,0,0.26,None,None,None
2023-06-15,"Aizawl, Mizoram",Mizoram,7.46,0.73,103.33,345.14,24.1,33.2,55.0,3.6,18.8,Surface Water,0,1,6,1,55,0.95,High,Hepatitis A,Children
2023-09-14,"Shillong, Meghalaya",Meghalaya,7.71,2.38,15.45,71.88,18.0,157.5,18.0,2.3,14.2,River/Stream,1,1,9,1,38,0.95,High,Diarrhea,Adults
2024-08-29,"Kohima, Nagaland",Nagaland,5.74,3.05,10.7,40.53,21.3,45.1,43.0,3.9,8.6,River/Stream,0,1,8,1,50,0.77,High,Hepatitis A,Children
2023-01-30,"Silchar, Assam",Assam,8.73,6.86,51.0,152.01,29.1,0.1,87.0,4.8,31.5,River/Stream,0,0,1,0,0,0.67,None,None,None
2024-03-02,"Kohima, Nagaland",Nagaland,9.0,0.73,1.39,5.27,30.2,0.5,437.0,4.5,13.7,Hand Pump,0,0,3,0,0,0.52,None,None,None
2024-10-19,"Tura, Meghalaya",Meghalaya,7.15,1.28,1.03,2.23,21.2,5.9,12.0,1.9,13.9,Hand Pump,0,0,10,0,0,0.42,None,None,None
2023-06-11,"Imphal, Manipur",Manipur,5.96,7.73,19.47,59.42,29.0,69.0,12.0,3.1,3.9,Hand Pump,0,1,6,1,45,0.92,High,Typhoid,Elderly
2024-02-13,"Dibrugarh, Assam",Assam,7.35,2.28,0.66,2.28,29.3,2.6,86.0,1.0,4.3,River/Stream,0,0,2,1,17,0.47,Medium,Diarrhea,Elderly
2024-04-05,"Shillong, Meghalaya",Meghalaya,7.6,8.37,21.68,48.36,31.4,2.6,7.0,2.8,2.4,Bore Well,1,0,4,0,0,0.56,None,None,None
2024-03-04,"Shillong, Meghalaya",Meghalaya,6.97,1.6,22.53,89.54,27.9,0.4,16.0,3.2,6.5,Surface Water,0,0,3,0,0,0.44,None,None,None
2023-11-17,"Shillong, Meghalaya",Meghalaya,6.97,0.79,13.96,58.56,22.0,5.0,109.0,5.5,4.5,Hand Pump,0,0,11,0,0,0.12,None,None,None
2023-11-12,"Imphal, Manipur",Manipur,7.82,0.48,178.93,647.9,22.4,9.3,8.0,1.0,5.8,Hand Pump,0,0,11,0,0,0.95,None,None,None
2023-08-09,"Kohima, Nagaland",Nagaland,6.82,1.66,25.53,75.97,21.7,113.3,202.0,1.1,2.5,Bore Well,1,1,8,1,50,0.95,High,Diarrhea,Children
2024-03-17,"Dibrugarh, Assam",Assam,7.66,3.49,2.57,12.35,30.7,1.3,17.0,5.8,1.5,Piped Supply,0,0,3,0,0,0.09,None,None,None
2024-02-15,"Guwahati, Assam",Assam,8.4,6.85,1.76,5.59,27.6,0.5,18.0,2.7,4.4,Surface Water,0,0,2,1,12,0.44,Medium,Diarrhea,Mixed
2024-07-17,"Tura, Meghalaya",Meghalaya,6.91,3.84,14.97,31.23,23.2,93.2,50.0,2.3,2.6,River/Stream,0,1,7,1,52,0.95,High,Gastroenteritis,Mixed
2024-01-18,"Dharmanagar, Tripura",Tripura,7.14,7.04,9.39,34.27,26.3,8.9,30.0,1.4,21.3,River/Stream,0,0,1,0,0,0.57,None,None,None
2023-07-23,"Kohima, Nagaland",Nagaland,7.11,1.85,61.37,138.11,21.4,128.1,25.0,1.0,6.0,River/Stream,0,1,7,1,40,0.95,High,Diarrhea,Mixed
2024-06-15,"Imphal, Manipur",Manipur,7.69,0.75,4.85,13.6,27.7,46.8,9.0,6.0,2.4,River/Stream,1,1,6,1,35,0.77,High,Gastroenteritis,Elderly
2024-08-30,"Aizawl, Mizoram",Mizoram,6.03,5.02,52.47,210.9,19.7,74.8,178.0,1.0,0.7,River/Stream,0,1,8,1,54,0.95,High,Diarrhea,Children
2024-01-13,"Aizawl, Mizoram",Mizoram,8.04,1.03,12.61,48.65,26.6,2.6,9.0,1.8,9.3,Hand Pump,0,0,1,0,0,0.32,None,None,None
2024-12-05,"Dimapur, Nagaland",Nagaland,7.55,5.2,81.24,352.45,24.2,1.5,26.0,3.5,7.2,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-08-20,"Imphal, Manipur",Manipur,8.5,3.85,16.81,47.55,23.0,60.8,112.0,5.2,0.5,River/Stream,0,1,8,1,30,0.77,High,Hepatitis A,Adults
2023-02-02,"Kohima, Nagaland",Nagaland,6.52,1.95,52.86,158.37,30.2,3.1,19.0,6.1,26.9,Bore Well,1,0,2,1,24,0.46,High,Diarrhea,Adults
2024-02-25,"Churachandpur, Manipur",Manipur,6.5,2.08,1.44,3.26,25.8,12.5,157.0,1.3,6.0,Hand Pump,0,0,2,0,0,0.32,None,None,None
2023-03-05,"Agartala, Tripura",Tripura,7.68,4.71,22.56,91.13,30.1,14.6,23.0,1.0,10.4,Surface Water,0,0,3,0,0,0.54,None,None,None
2024-05-04,"Churachandpur, Manipur",Manipur,8.59,1.17,21.88,80.28,27.4,0.5,37.0,1.4,12.1,Surface Water,0,0,5,1,24,0.64,High,Cholera,Elderly
2024-09-16,"Imphal, Manipur",Manipur,6.47,1.32,0.39,1.41,22.9,124.0,868.0,1.0,2.2,Surface Water,1,1,9,1,37,0.95,High,Gastroenteritis,Elderly
2023-10-23,"Agartala, Tripura",Tripura,7.17,2.28,41.37,206.3,20.9,4.4,31.0,2.6,3.0,Hand Pump,0,0,10,0,0,0.32,None,None,None
2023-10-08,"Tura, Meghalaya",Meghalaya,6.44,0.43,20.01,47.74,23.5,6.0,110.0,3.1,7.7,River/Stream,0,0,10,0,0,0.57,None,None,None
2023-12-20,"Dharmanagar, Tripura",Tripura,6.83,2.88,37.94,98.21,20.6,0.7,703.0,1.6,2.1,Piped Supply,0,0,12,0,0,0.29,None,None,None
2024-03-28,"Dimapur, Nagaland",Nagaland,6.48,3.05,34.3,72.89,33.9,1.5,54.0,6.0,7.0,Hand Pump,1,0,3,0,0,0.52,None,None,None
2024-12-13,"Tura, Meghalaya",Meghalaya,6.56,3.07,12.55,32.26,26.3,6.0,7.0,5.1,4.0,River/Stream,0,0,12,1,16,0.27,Medium,Diarrhea,Adults
2024-10-15,"Shillong, Meghalaya",Meghalaya,8.18,1.59,272.92,751.26,20.6,17.4,21.0,1.9,1.4,Hand Pump,0,0,10,1,46,0.95,High,Typhoid,Adults
2023-01-06,"Churachandpur, Manipur",Manipur,6.46,6.44,10.72,33.88,25.0,5.4,401.0,1.3,5.2,Surface Water,0,0,1,0,0,0.54,None,None,None
2024-05-02,"Imphal, Manipur",Manipur,7.3,2.76,17.43,55.86,27.6,2.5,38.0,4.2,6.4,Piped Supply,0,0,5,0,0,0.29,None,None,None
2023-04-02,"Dimapur, Nagaland",Nagaland,8.0,2.58,8.48,37.38,30.5,3.9,62.0,2.9,1.3,River/Stream,0,0,4,0,0,0.47,None,None,None
2023-02-08,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.56,1.7,18.11,40.6,30.5,0.4,75.0,6.3,2.6,Hand Pump,0,0,2,0,0,0.12,None,None,None
2023-02-07,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.65,0.12,10.4,36.9,26.4,4.3,66.0,4.1,8.3,Hand Pump,1,0,2,0,0,0.62,None,None,None
2023-01-10,"Tura, Meghalaya",Meghalaya,6.88,1.44,1.12,4.26,25.4,1.2,122.0,1.8,7.1,Bore Well,0,0,1,0,0,0.26,None,None,None
2024-04-10,"Dimapur, Nagaland",Nagaland,8.11,2.43,34.97,136.17,28.8,7.7,12.0,3.1,7.9,Hand Pump,0,0,4,1,17,0.32,Medium,Cholera,Elderly
2023-07-17,"Dharmanagar, Tripura",Tripura,7.91,0.28,27.82,119.37,20.6,98.1,49.0,1.9,0.5,Surface Water,0,1,7,1,45,0.94,High,Typhoid,Children
2023-12-12,"Dharmanagar, Tripura",Tripura,6.76,1.98,9.65,43.6,23.4,0.3,17.0,3.6,6.5,Surface Water,1,0,12,0,0,0.74,None,None,None
2024-06-11,"Aizawl, Mizoram",Mizoram,7.34,4.67,7.0,33.86,24.0,70.2,124.0,2.6,2.3,Bore Well,0,1,6,1,30,0.76,High,Gastroenteritis,Children
2023-09-25,"Lunglei, Mizoram",Mizoram,6.57,0.02,33.3,130.72,20.2,77.9,4.0,2.4,4.0,Piped Supply,0,1,9,1,34,0.79,High,Typhoid,Children
2023-09-25,"Dimapur, Nagaland",Nagaland,7.6,5.09,23.75,81.35,19.0,55.1,15.0,2.7,4.2,Surface Water,0,1,9,1,54,0.94,High,Diarrhea,Elderly
2024-12-07,"Silchar, Assam",Assam,6.76,2.59,35.75,157.74,26.3,10.1,64.0,1.3,5.9,Piped Supply,0,0,12,1,17,0.29,Medium,Gastroenteritis,Mixed
2023-06-06,"Imphal, Manipur",Manipur,5.5,0.64,5.19,25.14,29.9,46.3,9.0,2.0,6.5,River/Stream,0,1,6,1,40,0.77,High,Gastroenteritis,Adults
2023-09-11,"Dimapur, Nagaland",Nagaland,7.41,6.1,0.77,2.35,20.9,180.2,101.0,4.5,1.1,Bore Well,0,1,9,1,33,0.76,High,Diarrhea,Children
2023-03-05,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.37,2.74,14.42,41.3,29.5,1.7,43.0,3.5,0.8,River/Stream,0,0,3,1,25,0.47,High,Hepatitis A,Mixed
2023-04-30,"Dimapur, Nagaland",Nagaland,7.66,6.81,4.37,9.04,24.4,9.9,139.0,3.2,19.5,River/Stream,0,0,4,0,0,0.57,None,None,None
2024-04-01,"Dharmanagar, Tripura",Tripura,8.25,2.55,19.94,55.96,28.7,1.8,26.0,4.3,0.7,Surface Water,0,0,4,0,0,0.44,None,None,None
2023-03-01,"Churachandpur, Manipur",Manipur,6.01,1.0,10.23,45.36,29.5,0.1,208.0,2.4,9.1,Piped Supply,0,0,3,0,0,0.39,None,None,None
2023-01-04,"Agartala, Tripura",Tripura,6.02,8.05,115.85,481.98,26.6,0.3,38.0,3.4,1.2,Bore Well,1,0,1,1,56,0.95,High,Cholera,Children
